source_file,base_id,type,question,links
file_2.xlsx,5,synthetic_new_unanswered,Какие документы понадобятся для получения результатов исследований в медицинском учреждении?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н  https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,6,original,"Почему я не могу узнать результаты исследований по телефону, без посещения врача?",Федеральный закон от 21.11.2011г. № 323-ФЗ  https://normativ.kontur.ru/document?moduleId=1&documentId=490072
file_2.xlsx,6,synthetic_new_unanswered,"Можно ли получить результаты медицинских исследований по телефону, если я сам лично подтвержу свою личность?",Федеральный закон от 21.11.2011г. № 323-ФЗ  https://normativ.kontur.ru/document?moduleId=1&documentId=490072
file_2.xlsx,6,synthetic_new_unanswered,Как долго я могу ждать получения результатов исследований без необходимости посещения врача?,Федеральный закон от 21.11.2011г. № 323-ФЗ  https://normativ.kontur.ru/document?moduleId=1&documentId=490072
file_2.xlsx,6,synthetic_new_unanswered,Можно ли запросить копии своих медицинских исследований через интернет или по электронной почте?,Федеральный закон от 21.11.2011г. № 323-ФЗ  https://normativ.kontur.ru/document?moduleId=1&documentId=490072
file_2.xlsx,6,synthetic_new_unanswered,"Какие документы мне нужно предоставить, чтобы получить доступ к результатам исследований без визита в клинику?",Федеральный закон от 21.11.2011г. № 323-ФЗ  https://normativ.kontur.ru/document?moduleId=1&documentId=490072
file_2.xlsx,6,synthetic_new_unanswered,"Правомерна ли просьба о получении результатов исследований через чат или мессенджеры, соблюдая конфиденциальность данных?",Федеральный закон от 21.11.2011г. № 323-ФЗ  https://normativ.kontur.ru/document?moduleId=1&documentId=490072
file_2.xlsx,7,original,Зачем ежемесячно посещать врача ребенку до года?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н  https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,7,synthetic_new_unanswered,Как часто должны проходить профилактические осмотры малыша после года и до какого возраста?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н  https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,7,synthetic_new_unanswered,"Можно ли пропускать ежемесячные осмотры, если ребёнок кажется здоровым?",приказ министерства здравоохранения РФ от 10.08.2017г. №514н  https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,7,synthetic_new_unanswered,Какие основные показатели врачи оценивают на каждом профилактическом осмотре ребенка до года?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н  https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,7,synthetic_new_unanswered,Какие профилактические меры рекомендуются во время первых месяцев жизни для предупреждения заболеваний?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н  https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,7,synthetic_new_unanswered,Какой период после каждого осмотра требует обращения к врачу в случае возникновения подозрительных симптомов у ребенка?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н  https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,8,original,"Как закрыть больничный ребенку, если врач, который его открыл отсутствует/недоступен для записи?",
file_2.xlsx,8,synthetic_new_unanswered,Какие документы понадобятся для закрытия больничного ребенка при отсутствии его личного врача?,
file_2.xlsx,8,synthetic_new_unanswered,"Можно ли закрыть больничный ребенка в другом медучреждении, если его личный врач недоступен?",
file_2.xlsx,8,synthetic_new_unanswered,"Каков порядок закрытия больничного у ребенка, если его терапевт отсутствует на рабочем месте?",
file_2.xlsx,8,synthetic_new_unanswered,"Сколько времени занимает процесс закрытия больничного, если изначальный врач недоступен?",
file_2.xlsx,8,synthetic_new_unanswered,"Можно ли обратиться за закрытием больничного к врачу частной клиники, если поликлиника недоступна?",
file_2.xlsx,9,original,Что делать если ребенок упал двухмесячный ребенок?,"Клинические рекомендации – Черепно-мозговая травма у детей –
2022-2023-2024 (30.09.2022) – Утверждены Минздравом   https://legalacts.ru/doc/klinicheskie-rekomendatsii-cherepno-mozgovaja-travma-u-detei-utv-minzdravom-rossii/"
file_2.xlsx,9,synthetic_new_unanswered,"Что следует делать, если ребенок упал с высоты, например, с дивана или кровати?","Клинические рекомендации – Черепно-мозговая травма у детей –
2022-2023-2024 (30.09.2022) – Утверждены Минздравом   https://legalacts.ru/doc/klinicheskie-rekomendatsii-cherepno-mozgovaja-travma-u-detei-utv-minzdravom-rossii/"
file_2.xlsx,9,synthetic_new_unanswered,Можно ли дать новорожденному ребенку какие-либо лекарства или средства после падения без консультации врача?,"Клинические рекомендации – Черепно-мозговая травма у детей –
2022-2023-2024 (30.09.2022) – Утверждены Минздравом   https://legalacts.ru/doc/klinicheskie-rekomendatsii-cherepno-mozgovaja-travma-u-detei-utv-minzdravom-rossii/"
file_2.xlsx,9,synthetic_new_unanswered,"Через какое время после падения необходимо обратиться к врачу, если признаки травмы не проявляются сразу?","Клинические рекомендации – Черепно-мозговая травма у детей –
2022-2023-2024 (30.09.2022) – Утверждены Минздравом   https://legalacts.ru/doc/klinicheskie-rekomendatsii-cherepno-mozgovaja-travma-u-detei-utv-minzdravom-rossii/"
file_2.xlsx,9,synthetic_new_unanswered,Какие признаки требуют срочной госпитализации у двухмесячного ребенка после падения?,"Клинические рекомендации – Черепно-мозговая травма у детей –
2022-2023-2024 (30.09.2022) – Утверждены Минздравом   https://legalacts.ru/doc/klinicheskie-rekomendatsii-cherepno-mozgovaja-travma-u-detei-utv-minzdravom-rossii/"
file_2.xlsx,9,synthetic_new_unanswered,"Что делать, если ребенок плачет и проявляет признаки сильной боли после падения, но внешние повреждения не видны?","Клинические рекомендации – Черепно-мозговая травма у детей –
2022-2023-2024 (30.09.2022) – Утверждены Минздравом   https://legalacts.ru/doc/klinicheskie-rekomendatsii-cherepno-mozgovaja-travma-u-detei-utv-minzdravom-rossii/"
file_2.xlsx,10,original,При какой температуре нужно вызвать скорую помощь шестимесячному ребенку?,Клинические рекомендации (протокол) по оказанию скорой медицинской помощи при острой лихорадке у детей   https://pediatr-club.ru/upload/iblock/aed/5vw7zdonny431gb1bfcr0orm5bxc0l05.pdf
file_2.xlsx,10,synthetic_new_unanswered,"Как правило, при какой температуре у ребенка необходимо немедленно вызвать врача, если есть сопутствующие симптомы?",Клинические рекомендации (протокол) по оказанию скорой медицинской помощи при острой лихорадке у детей   https://pediatr-club.ru/upload/iblock/aed/5vw7zdonny431gb1bfcr0orm5bxc0l05.pdf
file_2.xlsx,10,synthetic_new_unanswered,"Можно ли ждать повышения температуры до 40 градусов у шестимесячного ребенка, прежде чем обращаться за неотложной помощью?",Клинические рекомендации (протокол) по оказанию скорой медицинской помощи при острой лихорадке у детей   https://pediatr-club.ru/upload/iblock/aed/5vw7zdonny431gb1bfcr0orm5bxc0l05.pdf
file_2.xlsx,10,synthetic_new_unanswered,Какие дополнительные признаки у ребенка могут указывать на необходимость вызова скорой помощи при снижении температуры?,Клинические рекомендации (протокол) по оказанию скорой медицинской помощи при острой лихорадке у детей   https://pediatr-club.ru/upload/iblock/aed/5vw7zdonny431gb1bfcr0orm5bxc0l05.pdf
file_2.xlsx,10,synthetic_new_unanswered,Обязательно ли вызывать скорую помощь при температуре 39 градусов у ребенка без других симптомов?,Клинические рекомендации (протокол) по оказанию скорой медицинской помощи при острой лихорадке у детей   https://pediatr-club.ru/upload/iblock/aed/5vw7zdonny431gb1bfcr0orm5bxc0l05.pdf
file_2.xlsx,10,synthetic_new_unanswered,"Через какое время после повышения температуры у ребенка следует обратиться к врачу, если нет других тревожных симптомов?",Клинические рекомендации (протокол) по оказанию скорой медицинской помощи при острой лихорадке у детей   https://pediatr-club.ru/upload/iblock/aed/5vw7zdonny431gb1bfcr0orm5bxc0l05.pdf
file_2.xlsx,11,original,Какие льготные лекарства положены ребенку первого года жизни?,постановление Правительства Российской Федерации от 30.07.1994 № 890   http://government.ru/docs/all/11699/
file_2.xlsx,11,synthetic_new_unanswered,"Какие условия нужно выполнить, чтобы получить льготные лекарства для ребенка в возрасте до одного года?",постановление Правительства Российской Федерации от 30.07.1994 № 890   http://government.ru/docs/all/11699/
file_2.xlsx,11,synthetic_new_unanswered,"Можно ли получить бесплатные лекарства для новорожденных, если родители не являются постоянными жителями региона?",постановление Правительства Российской Федерации от 30.07.1994 № 890   http://government.ru/docs/all/11699/
file_2.xlsx,11,synthetic_new_unanswered,Какие документы требуются для оформления льготных медикаментов для малыша первого года жизни?,постановление Правительства Российской Федерации от 30.07.1994 № 890   http://government.ru/docs/all/11699/
file_2.xlsx,11,synthetic_new_unanswered,"Существуют ли ограничения по списку лекарств, которые можно получить бесплатно или со льготой для ребенка до года?",постановление Правительства Российской Федерации от 30.07.1994 № 890   http://government.ru/docs/all/11699/
file_2.xlsx,11,synthetic_new_unanswered,Какой порядок получения льготных лекарств для ребенка в случае госпитализации или стационарного лечения?,постановление Правительства Российской Федерации от 30.07.1994 № 890   http://government.ru/docs/all/11699/
file_2.xlsx,12,original,"Как подготовить ребенка к УЗИ брюшной полости, которое проводят в первый месяц жизни?","Учебно-методическое пособие ""Ультразвуковая диагностика в детской практике"", 2008 г. Авторы: А.Ю. Васильев, Е.Б. Ольхова  https://jasulib.org.kg/wp-content/uploads/2022/07/5.-%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B0-%D0%90.%D0%AE.%D0%A3%D0%BB%D1%8C%D1%82%D1%80%D0%B0%D0%B7%D0%B2%D1%83%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F-%D0%B4%D0%B8%D0%B0%D0%B3%D0%BD%D0%BE%D1%81%D1%82%D0%B8%D0%BA%D0%B0-%D0%B2-%D0%B4%D0%B5%D1%82%D1%81%D0%BA%D0%BE%D0%B9-%D0%BF%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B5-2008.pdf   "
file_2.xlsx,12,synthetic_new_unanswered,Какие рекомендации по подготовке ребенка к УЗИ брюшной полости в возрасте до месяца для минимизации его беспокойства?,"Учебно-методическое пособие ""Ультразвуковая диагностика в детской практике"", 2008 г. Авторы: А.Ю. Васильев, Е.Б. Ольхова  https://jasulib.org.kg/wp-content/uploads/2022/07/5.-%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B0-%D0%90.%D0%AE.%D0%A3%D0%BB%D1%8C%D1%82%D1%80%D0%B0%D0%B7%D0%B2%D1%83%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F-%D0%B4%D0%B8%D0%B0%D0%B3%D0%BD%D0%BE%D1%81%D1%82%D0%B8%D0%BA%D0%B0-%D0%B2-%D0%B4%D0%B5%D1%82%D1%81%D0%BA%D0%BE%D0%B9-%D0%BF%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B5-2008.pdf   "
file_2.xlsx,12,synthetic_new_unanswered,Можно ли давать ребенку перед УЗИ брюшной полости какие-либо препараты для уменьшения газообразования или для улучшения качества изображения?,"Учебно-методическое пособие ""Ультразвуковая диагностика в детской практике"", 2008 г. Авторы: А.Ю. Васильев, Е.Б. Ольхова  https://jasulib.org.kg/wp-content/uploads/2022/07/5.-%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B0-%D0%90.%D0%AE.%D0%A3%D0%BB%D1%8C%D1%82%D1%80%D0%B0%D0%B7%D0%B2%D1%83%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F-%D0%B4%D0%B8%D0%B0%D0%B3%D0%BD%D0%BE%D1%81%D1%82%D0%B8%D0%BA%D0%B0-%D0%B2-%D0%B4%D0%B5%D1%82%D1%81%D0%BA%D0%BE%D0%B9-%D0%BF%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B5-2008.pdf   "
file_2.xlsx,12,synthetic_new_unanswered,Насколько важно соблюдать определённый режим питания перед первым УЗИ брюшной полости у новорожденного и какие конкретно ограничения существуют?,"Учебно-методическое пособие ""Ультразвуковая диагностика в детской практике"", 2008 г. Авторы: А.Ю. Васильев, Е.Б. Ольхова  https://jasulib.org.kg/wp-content/uploads/2022/07/5.-%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B0-%D0%90.%D0%AE.%D0%A3%D0%BB%D1%8C%D1%82%D1%80%D0%B0%D0%B7%D0%B2%D1%83%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F-%D0%B4%D0%B8%D0%B0%D0%B3%D0%BD%D0%BE%D1%81%D1%82%D0%B8%D0%BA%D0%B0-%D0%B2-%D0%B4%D0%B5%D1%82%D1%81%D0%BA%D0%BE%D0%B9-%D0%BF%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B5-2008.pdf   "
file_2.xlsx,12,synthetic_new_unanswered,Какие признаки или симптомы у ребенка могут повлиять на необходимость или особенности проведения УЗИ брюшной полости в первый месяц жизни?,"Учебно-методическое пособие ""Ультразвуковая диагностика в детской практике"", 2008 г. Авторы: А.Ю. Васильев, Е.Б. Ольхова  https://jasulib.org.kg/wp-content/uploads/2022/07/5.-%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B0-%D0%90.%D0%AE.%D0%A3%D0%BB%D1%8C%D1%82%D1%80%D0%B0%D0%B7%D0%B2%D1%83%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F-%D0%B4%D0%B8%D0%B0%D0%B3%D0%BD%D0%BE%D1%81%D1%82%D0%B8%D0%BA%D0%B0-%D0%B2-%D0%B4%D0%B5%D1%82%D1%81%D0%BA%D0%BE%D0%B9-%D0%BF%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B5-2008.pdf   "
file_2.xlsx,12,synthetic_new_unanswered,"Каковы сроки и особенности повторных исследований брюшной полости у новорожденных, если первая диагностика выявила отклонения?","Учебно-методическое пособие ""Ультразвуковая диагностика в детской практике"", 2008 г. Авторы: А.Ю. Васильев, Е.Б. Ольхова  https://jasulib.org.kg/wp-content/uploads/2022/07/5.-%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B0-%D0%90.%D0%AE.%D0%A3%D0%BB%D1%8C%D1%82%D1%80%D0%B0%D0%B7%D0%B2%D1%83%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F-%D0%B4%D0%B8%D0%B0%D0%B3%D0%BD%D0%BE%D1%81%D1%82%D0%B8%D0%BA%D0%B0-%D0%B2-%D0%B4%D0%B5%D1%82%D1%81%D0%BA%D0%BE%D0%B9-%D0%BF%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B5-2008.pdf   "
file_2.xlsx,13,original,nan,
file_2.xlsx,13,synthetic_new_unanswered,Какие документы необходимы для подачи заявления о смене имени?,
file_2.xlsx,13,synthetic_new_unanswered,Каковы сроки рассмотрения заявления о смене фамилии в суде?,
file_2.xlsx,13,synthetic_new_unanswered,Можно ли изменить имя после достижения совершеннолетия без согласия родителей?,
file_2.xlsx,13,synthetic_new_unanswered,Какие ограничения существуют при выборе нового имени и фамилии для регистрации?,
file_2.xlsx,13,synthetic_new_unanswered,Какой порядок оформления смены имени при наличии судебных обвинений или ограничений?,
file_2.xlsx,14,original,nan,
file_2.xlsx,14,synthetic_new_unanswered,Какие документы необходимо подготовить для оформления наследства?,
file_2.xlsx,14,synthetic_new_unanswered,"Можно ли оформить наследство, если имеются неоплаченные долги наследодателя?",
file_2.xlsx,14,synthetic_new_unanswered,Каковы сроки возбуждения наследственного дела после открытия наследства?,
file_2.xlsx,14,synthetic_new_unanswered,"Что делать, если наследники не могут договориться о распределении наследства?",
file_2.xlsx,14,synthetic_new_unanswered,Какие ограничения есть для наследования имущества при наличии ограничений по правоспособности наследника?,
file_2.xlsx,15,original,nan,
file_2.xlsx,15,synthetic_new_unanswered,"Какие документы необходимо подготовить для оформления наследства, если завещание отсутствует?",
file_2.xlsx,15,synthetic_new_unanswered,Каковы сроки подачи заявления о наследовании через суд?,
file_2.xlsx,15,synthetic_new_unanswered,"Можно ли получить наследство,если один из наследников отказывается от своей доли?",
file_2.xlsx,15,synthetic_new_unanswered,Какие ограничения по возрасту существуют для наследников в определённых случаях?,
file_2.xlsx,15,synthetic_new_unanswered,Как влияет наличие долгов наследодателя на распределение наследства?,
file_2.xlsx,16,original,nan,
file_2.xlsx,16,synthetic_new_unanswered,"Что делать, если я считаю, что мои права нарушают наши договоренности с работодателем?",
file_2.xlsx,16,synthetic_new_unanswered,Какие документы необходимо предоставить для подтверждения своих требований в суде?,
file_2.xlsx,16,synthetic_new_unanswered,Каковы сроки обращения в суд по трудовым спорам?,
file_2.xlsx,16,synthetic_new_unanswered,Можно ли получать компенсацию за моральный вред в случае нарушения трудовых прав?,
file_2.xlsx,16,synthetic_new_unanswered,"Какие действия можно предпринять, если работодатель отказывается выплатить причитающуюся заработную плату?",
file_2.xlsx,17,original,nan,
file_2.xlsx,17,synthetic_new_unanswered,Какие документы нужно подготовить для подачи заявления на гражданство?,
file_2.xlsx,17,synthetic_new_unanswered,Сколько времени занимает процесс получения гражданства после подачи всех необходимых документов?,
file_2.xlsx,17,synthetic_new_unanswered,Можно ли оформить гражданство через организацию или третье лицо?,
file_2.xlsx,17,synthetic_new_unanswered,Какие ограничения по возрасту или статусу есть для подачи заявления на гражданство?,
file_2.xlsx,17,synthetic_new_unanswered,"Что делать, если заявление на гражданство было отклонено и есть желание подать апелляцию?",
file_2.xlsx,18,original,nan,
file_2.xlsx,18,synthetic_new_unanswered,Как оформить наследство в случае отсутствия завещания?,
file_2.xlsx,18,synthetic_new_unanswered,Какие документы необходимы для вступления в наследство?,
file_2.xlsx,18,synthetic_new_unanswered,Можно ли оспорить наследственные права после его оформления?,
file_2.xlsx,18,synthetic_new_unanswered,Сколько времени занимает процесс оформления наследства?,
file_2.xlsx,18,synthetic_new_unanswered,Как действует закон о наследовании при наличии долгов у наследодателя?,
file_2.xlsx,19,original,nan,
file_2.xlsx,19,synthetic_new_unanswered,Какой порядок действий необходимо соблюдать при оформлении документов в случае отсутствия информации о личности?,
file_2.xlsx,19,synthetic_new_unanswered,"Что делать, если при подаче заявления в архиве обнаружена ошибка или несоответствие в предоставленных данных?",
file_2.xlsx,19,synthetic_new_unanswered,"Какие документы могут потребоваться, если сведения о человеке отсутствуют в базе данных?",
file_2.xlsx,19,synthetic_new_unanswered,Можно ли получить подтверждение об отсутствии данных о человеке для оформления юридических процедур?,
file_2.xlsx,19,synthetic_new_unanswered,"Каков срок обработки запроса, если в базе данных не найдено информации о заявителе?",
